,name,country,region,Population (millions),revision_id,article_quality
326,Manuel José García,Argentina,SOUTH AMERICA,46.2,1007128573,Stub
327,Juan José Gómez Centurión,Argentina,SOUTH AMERICA,46.2,1110844685,Stub
328,Luis Carlos Gómez Centurión,Argentina,SOUTH AMERICA,46.2,1040878894,Stub
329,Martín Guzmán,Argentina,SOUTH AMERICA,46.2,1111128923,C
330,Federico Helguera,Argentina,SOUTH AMERICA,46.2,1066754349,Start
331,Fernando Iglesias (Argentine politician),Argentina,SOUTH AMERICA,46.2,1093400021,C
332,Ricardo Kennedy,Argentina,SOUTH AMERICA,46.2,1096426574,Stub
333,Carlos Kunkel,Argentina,SOUTH AMERICA,46.2,1005790906,Stub
334,Norberto La Porta,Argentina,SOUTH AMERICA,46.2,721029407,Stub
335,Andrés Larroque,Argentina,SOUTH AMERICA,46.2,1060504858,Start
336,Julián de Leyva,Argentina,SOUTH AMERICA,46.2,959654287,Stub
337,Mónica López (politician),Argentina,SOUTH AMERICA,46.2,797826672,Stub
338,Lucio Victorio Mansilla,Argentina,SOUTH AMERICA,46.2,1086339086,Start
339,Nicolás Massot,Argentina,SOUTH AMERICA,46.2,1069153148,Start
340,Juan Mignaburu,Argentina,SOUTH AMERICA,46.2,994878410,Stub
341,Guillermo Montenegro,Argentina,SOUTH AMERICA,46.2,1096175549,Stub
342,Mariano Moreno,Argentina,SOUTH AMERICA,46.2,1113829451,B
343,Marcelo Muniagurria,Argentina,SOUTH AMERICA,46.2,1108926646,Stub
344,Fernando Nadra,Argentina,SOUTH AMERICA,46.2,1105357958,C
345,Rómulo Sebastián Naón,Argentina,SOUTH AMERICA,46.2,1096261399,Start
346,Santiago G. O'Farrell,Argentina,SOUTH AMERICA,46.2,1096261487,Start
347,Miguel Ángel Pesce,Argentina,SOUTH AMERICA,46.2,1096459313,Start
348,Carlos Petroni,Argentina,SOUTH AMERICA,46.2,1100374393,C
349,Alejo Peyret,Argentina,SOUTH AMERICA,46.2,1091481103,B
350,Aldo Pignanelli,Argentina,SOUTH AMERICA,46.2,1106856167,Stub
351,Enrique S. Quintana,Argentina,SOUTH AMERICA,46.2,1016343362,Start
352,Amán Rawson,Argentina,SOUTH AMERICA,46.2,1096678788,Start
353,Martín Sabbatella,Argentina,SOUTH AMERICA,46.2,1073202733,C
354,Juan Pablo Schiavi,Argentina,SOUTH AMERICA,46.2,1069152180,C
355,Héctor Tizón,Argentina,SOUTH AMERICA,46.2,1096176230,Start
356,Claudio Uberti,Argentina,SOUTH AMERICA,46.2,1032047313,C
357,Arístides Villanueva,Argentina,SOUTH AMERICA,46.2,994807413,Start
358,Artashes Abeghyan,Armenia,WESTERN ASIA,3.0,1088583026,Start
359,Aram Achekbashian,Armenia,WESTERN ASIA,3.0,1046857776,Stub
360,Hovsep Arghutian,Armenia,WESTERN ASIA,3.0,1095822812,Start
361,Mikael Atabekyan,Armenia,WESTERN ASIA,3.0,1008108682,Stub
362,Tigran Bekzadyan,Armenia,WESTERN ASIA,3.0,1027604306,Stub
363,Vigen Chitechyan,Armenia,WESTERN ASIA,3.0,1099308421,Stub
364,Hayk Chobanyan,Armenia,WESTERN ASIA,3.0,1093711595,Start
365,Daniel-Bek of Sassun,Armenia,WESTERN ASIA,3.0,1114419837,Start
366,Gurgen Egiazaryan,Armenia,WESTERN ASIA,3.0,1103745376,Start
367,Parunak Ferukhan,Armenia,WESTERN ASIA,3.0,1114420012,Stub
368,Hambardzum Galstyan,Armenia,WESTERN ASIA,3.0,1084735335,Start
369,Gegham Gharibjanian,Armenia,WESTERN ASIA,3.0,1048485720,C
370,Gevorg Ghazaryan (politician),Armenia,WESTERN ASIA,3.0,1082547991,Stub
371,Andrias Ghukasyan,Armenia,WESTERN ASIA,3.0,1108345283,Start
372,Aram Grigoryan,Armenia,WESTERN ASIA,3.0,1112117000,Stub
373,Armen Grigoryan (politician),Armenia,WESTERN ASIA,3.0,1069944070,C
374,Hayk Grigoryan,Armenia,WESTERN ASIA,3.0,1090623549,Start
375,Grigor Jaghetyan,Armenia,WESTERN ASIA,3.0,1062820993,Stub
376,Tigran Karapetyan,Armenia,WESTERN ASIA,3.0,1112833785,Stub
377,Khachatur-Bek of Mush,Armenia,WESTERN ASIA,3.0,1114420639,Stub
378,Aram Kocharyan,Armenia,WESTERN ASIA,3.0,1107982644,Stub
379,Davit Lokyan,Armenia,WESTERN ASIA,3.0,1089241404,Start
380,Hrant Maloyan,Armenia,WESTERN ASIA,3.0,1114902744,C
381,Khachatur Malumian,Armenia,WESTERN ASIA,3.0,1114420669,Start
382,Aram Manukyan,Armenia,WESTERN ASIA,3.0,1048512708,Start
383,Gevorg Melik-Karagyozyan,Armenia,WESTERN ASIA,3.0,980519720,Stub
384,Vahan Minakhoryan,Armenia,WESTERN ASIA,3.0,1055697655,Stub
385,Ruben Mirzakhanyan,Armenia,WESTERN ASIA,3.0,1084737845,Start
386,Badal Muradyan,Armenia,WESTERN ASIA,3.0,1090630537,Start
387,Gabriel Noradunkyan,Armenia,WESTERN ASIA,3.0,1114426086,C
388,Suren Papikyan,Armenia,WESTERN ASIA,3.0,1112772824,Start
389,Paul Paul,Armenia,WESTERN ASIA,3.0,1114420707,Start
390,Garo Paylan,Armenia,WESTERN ASIA,3.0,1104655518,C
391,Genrikh Poghosyan,Armenia,WESTERN ASIA,3.0,1085393392,Start
392,Ishkhan Saghatelyan,Armenia,WESTERN ASIA,3.0,1107169295,GA
393,Martiros Sarukhanyan,Armenia,WESTERN ASIA,3.0,933482772,Stub
394,Vartkes Serengülian,Armenia,WESTERN ASIA,3.0,1114426992,Start
395,Serop Zakaryan,Armenia,WESTERN ASIA,3.0,1057547947,Stub
396,Servitchen,Armenia,WESTERN ASIA,3.0,1114420738,Stub
397,Suren Shadunts,Armenia,WESTERN ASIA,3.0,1109564586,Start
398,Kasbar Sinabian,Armenia,WESTERN ASIA,3.0,1114426546,Stub
399,Ohannes Tchekidjian,Armenia,WESTERN ASIA,3.0,1090861179,Start
400,Hrayr Tovmasyan,Armenia,WESTERN ASIA,3.0,993785842,Stub
401,Usuv Beg,Armenia,WESTERN ASIA,3.0,1086955149,Stub
402,Kegham Vanigian,Armenia,WESTERN ASIA,3.0,1114420793,Start
403,Artak Zeynalyan,Armenia,WESTERN ASIA,3.0,1097086972,Start
404,Alfons Adam,Austria,WESTERN EUROPE,9.0,1103541474,Start
405,Ingo Appelt,Austria,WESTERN EUROPE,9.0,997950968,Stub
406,Baron Alexander von Bach,Austria,WESTERN EUROPE,9.0,1114355363,C
407,"Maximilian Anton Karl, Count Baillet de Latour",Austria,WESTERN EUROPE,9.0,1112473939,Start
408,Heinrich Alfred Barb,Austria,WESTERN EUROPE,9.0,1092809567,Start
409,Raphael Basch,Austria,WESTERN EUROPE,9.0,1023595642,Start
410,Leopold Berchtold,Austria,WESTERN EUROPE,9.0,1089443270,C
411,Hanns Blaschke,Austria,WESTERN EUROPE,9.0,1115530871,Stub
412,Andreas Bolek,Austria,WESTERN EUROPE,9.0,1005030653,Start
413,Joseph Buttinger,Austria,WESTERN EUROPE,9.0,1080982386,Start
414,Prince Carl of Solms-Braunfels,Austria,WESTERN EUROPE,9.0,1107215721,C
415,Count Wenzel Chotek of Chotkow and Wognin,Austria,WESTERN EUROPE,9.0,1083654825,Start
416,Citizens' Ministry,Austria,WESTERN EUROPE,9.0,1071736555,C
417,Richard von Coudenhove-Kalergi,Austria,WESTERN EUROPE,9.0,1108787206,C
418,Karl von Czyhlarz,Austria,WESTERN EUROPE,9.0,1021127705,Stub
419,George Abraham von Dyhrn,Austria,WESTERN EUROPE,9.0,1007538469,Stub
420,Hans Ferlitsch,Austria,WESTERN EUROPE,9.0,941916920,Stub
421,Friedhelm Frischenschlager,Austria,WESTERN EUROPE,9.0,1018809630,Start
422,Anton Füster,Austria,WESTERN EUROPE,9.0,1078570802,Start
423,Julius Anton Glaser,Austria,WESTERN EUROPE,9.0,1112473750,C
424,Walter Guggenberger,Austria,WESTERN EUROPE,9.0,1112473762,Start
425,Ulrich Habsburg-Lothringen,Austria,WESTERN EUROPE,9.0,1112474612,Stub
426,Ernst Hampel (politician),Austria,WESTERN EUROPE,9.0,1069436586,Stub
427,Franz von Hartig,Austria,WESTERN EUROPE,9.0,1007537619,Stub
428,Hans Peter Haselsteiner,Austria,WESTERN EUROPE,9.0,1112603346,Start
429,Friedrich Wilhelm von Haugwitz,Austria,WESTERN EUROPE,9.0,1112275892,C
430,Eduard Hedvicek,Austria,WESTERN EUROPE,9.0,1115494542,Stub
431,Eduard Herbst,Austria,WESTERN EUROPE,9.0,1007530580,Start
432,Hermann Stern,Austria,WESTERN EUROPE,9.0,1101206070,C
433,Jürgen Himmelbauer,Austria,WESTERN EUROPE,9.0,969146003,Stub
434,Anton Hofer,Austria,WESTERN EUROPE,9.0,1105446235,Start
435,Andreas Hörtnagl,Austria,WESTERN EUROPE,9.0,969145984,Stub
436,Franz Jetzinger,Austria,WESTERN EUROPE,9.0,1086163096,Start
437,Konstantin Jireček,Austria,WESTERN EUROPE,9.0,1100601439,C
438,Hugo Jury,Austria,WESTERN EUROPE,9.0,1115504900,C
439,Maximilian Ulrich von Kaunitz,Austria,WESTERN EUROPE,9.0,1087172023,Start
440,Joseph Kenner,Austria,WESTERN EUROPE,9.0,1112603390,Start
441,Theodor Kery,Austria,WESTERN EUROPE,9.0,1065573627,Stub
442,Michael Killisch-Horn,Austria,WESTERN EUROPE,9.0,1106829544,Stub
443,Hubert Klausner,Austria,WESTERN EUROPE,9.0,1111898436,Start
444,Martin Kocher,Austria,WESTERN EUROPE,9.0,1088269446,Stub
445,Józef Kożdoń,Austria,WESTERN EUROPE,9.0,1112603867,C
446,Jožef Krajnc,Austria,WESTERN EUROPE,9.0,1114850674,Start
447,Hans Kudlich,Austria,WESTERN EUROPE,9.0,1048166289,Start
448,Gottfried von Kühnelt-Leddihn,Austria,WESTERN EUROPE,9.0,1068422030,Start
449,Hartmann Lauterbacher,Austria,WESTERN EUROPE,9.0,1070877897,C
450,Otto Lecher,Austria,WESTERN EUROPE,9.0,1033894166,Stub
451,Franz Leitner (politician),Austria,WESTERN EUROPE,9.0,1010887552,Stub
452,Elmar Lichtenegger,Austria,WESTERN EUROPE,9.0,1058620648,Start
453,Julius Lippert (historian),Austria,WESTERN EUROPE,9.0,1084061853,Stub
454,Karl Lütgendorf,Austria,WESTERN EUROPE,9.0,1112474529,Stub
455,Jürgen Mandl,Austria,WESTERN EUROPE,9.0,977059921,Stub
456,Renate Mann,Austria,WESTERN EUROPE,9.0,1099978355,Stub
457,Ferdinand Mannlicher,Austria,WESTERN EUROPE,9.0,1104118829,C
458,Christoph Matznetter,Austria,WESTERN EUROPE,9.0,1105484317,Start
459,Johann Gregor Memhardt,Austria,WESTERN EUROPE,9.0,1112474313,Stub
460,Franz Moroder,Austria,WESTERN EUROPE,9.0,1090940019,Start
461,Heinz Nittel,Austria,WESTERN EUROPE,9.0,1109478769,Stub
462,Brigitta Pallauf,Austria,WESTERN EUROPE,9.0,1033512296,Start
463,Wladimir von Pawlowski,Austria,WESTERN EUROPE,9.0,1019694668,Stub
464,Johann Anton von Pergen,Austria,WESTERN EUROPE,9.0,1061803495,C
465,Gerhard Pfanzelter,Austria,WESTERN EUROPE,9.0,1106125275,Start
466,Walter Pfrimer,Austria,WESTERN EUROPE,9.0,1113533881,B
467,Ernst von Plener,Austria,WESTERN EUROPE,9.0,1017745075,Start
468,Leopold Poetsch,Austria,WESTERN EUROPE,9.0,1092446707,Stub
469,Thomas Prinzhorn,Austria,WESTERN EUROPE,9.0,1112474168,C
470,Hermann von Ramberg,Austria,WESTERN EUROPE,9.0,994058910,Stub
471,Heinrich Reschauer,Austria,WESTERN EUROPE,9.0,1083947896,Start
472,Horst Rosenkranz,Austria,WESTERN EUROPE,9.0,1112603574,Start
473,Emil Sax,Austria,WESTERN EUROPE,9.0,1007521446,Start
474,Karl Schmitzer,Austria,WESTERN EUROPE,9.0,1089049732,Stub
475,Georg Ritter von Schönerer,Austria,WESTERN EUROPE,9.0,1114549144,C
476,"Georg Adam, Prince of Starhemberg",Austria,WESTERN EUROPE,9.0,1102889087,C
477,Gundaker Thomas Starhemberg,Austria,WESTERN EUROPE,9.0,1078907075,Start
478,Josef Staribacher,Austria,WESTERN EUROPE,9.0,1049705609,Stub
479,Richard Steidle,Austria,WESTERN EUROPE,9.0,1112576338,C
480,Julius Tandler,Austria,WESTERN EUROPE,9.0,1077100690,Start
481,"Leopold, Count von Thun und Hohenstein",Austria,WESTERN EUROPE,9.0,1096753974,C
482,Muzio Tommasini,Austria,WESTERN EUROPE,9.0,1093955134,Start
483,Karl Freiherr von Vogelsang,Austria,WESTERN EUROPE,9.0,1016446506,Start
484,Max Winter (politician),Austria,WESTERN EUROPE,9.0,1112474387,Stub
485,Anton von Winzor,Austria,WESTERN EUROPE,9.0,1045934334,Stub
486,Gisela Wurm,Austria,WESTERN EUROPE,9.0,1038160173,Stub
487,Alexander Zach,Austria,WESTERN EUROPE,9.0,1056085498,Stub
488,Curt Franz Wenzel Christoph Erdmann Graf Zedtwitz von Moraván und Duppau,Austria,WESTERN EUROPE,9.0,1111962495,Start
489,Karl von Zinzendorf,Austria,WESTERN EUROPE,9.0,1112603523,Start
490,Muzamil Abdullayev,Azerbaijan,WESTERN ASIA,10.2,1107065506,Stub
491,Leyla Abdullayeva,Azerbaijan,WESTERN ASIA,10.2,1102138152,Start
492,Elchin Afandiyev,Azerbaijan,WESTERN ASIA,10.2,1075526613,Start
493,Fazail Agamali,Azerbaijan,WESTERN ASIA,10.2,1106843986,C
494,Fuad Alasgarov,Azerbaijan,WESTERN ASIA,10.2,1018398706,C
495,Anvar Alikhanov,Azerbaijan,WESTERN ASIA,10.2,1109309028,Stub
496,Tarlan Aliyarbayov,Azerbaijan,WESTERN ASIA,10.2,1112064160,GA
497,Dilara Aliyeva,Azerbaijan,WESTERN ASIA,10.2,1109649588,Start
498,Ali Asadov,Azerbaijan,WESTERN ASIA,10.2,1112134949,Start
499,Akram Aylisli,Azerbaijan,WESTERN ASIA,10.2,1106344373,C
500,Sahil Babayev,Azerbaijan,WESTERN ASIA,10.2,1112800095,Start
501,Huseyngulu Baghirov,Azerbaijan,WESTERN ASIA,10.2,1080007779,Start
502,Alovsat Bakhshiyev,Azerbaijan,WESTERN ASIA,10.2,1090036474,Start
503,Rafael Kamil Dzhabrailov,Azerbaijan,WESTERN ASIA,10.2,1100266382,Stub
504,Matin Eynullayev,Azerbaijan,WESTERN ASIA,10.2,1110146340,Start
505,Vilayat Eyvazov,Azerbaijan,WESTERN ASIA,10.2,1109686454,Start
506,Abdurrahman Fatalibeyli,Azerbaijan,WESTERN ASIA,10.2,1094730548,C
507,Fazail Ibrahimli,Azerbaijan,WESTERN ASIA,10.2,1096310851,Stub
508,Solomon Grobshtein,Azerbaijan,WESTERN ASIA,10.2,1067081975,Stub
509,Teymur Guliyev,Azerbaijan,WESTERN ASIA,10.2,1025325196,Stub
510,Mammad Gurbanov,Azerbaijan,WESTERN ASIA,10.2,1101536288,Start
511,Asaf Hajiyev,Azerbaijan,WESTERN ASIA,10.2,1114198988,C
512,Farhad Hajiyev,Azerbaijan,WESTERN ASIA,10.2,1109686109,Start
513,Jamil Hasanli,Azerbaijan,WESTERN ASIA,10.2,1091283791,C
514,Ali M. Hasanov,Azerbaijan,WESTERN ASIA,10.2,1104973679,C
515,Shakir Hasanov,Azerbaijan,WESTERN ASIA,10.2,1096145690,Stub
516,Zakir Hasanov,Azerbaijan,WESTERN ASIA,10.2,1110113628,C
517,Ali Huseynli,Azerbaijan,WESTERN ASIA,10.2,1090157253,Start
518,Alisahib Huseynov,Azerbaijan,WESTERN ASIA,10.2,1080007304,Start
519,Ali Ibrahimov,Azerbaijan,WESTERN ASIA,10.2,1067793317,Stub
520,Mammad Isgandarov,Azerbaijan,WESTERN ASIA,10.2,1029087103,Stub
521,Vidadi Isgandarov,Azerbaijan,WESTERN ASIA,10.2,1092547948,Start
522,Ajdar Ismailov,Azerbaijan,WESTERN ASIA,10.2,1096490381,C
523,Saftar Jafarov,Azerbaijan,WESTERN ASIA,10.2,1045812028,Start
524,Rovshan Javadov,Azerbaijan,WESTERN ASIA,10.2,1108873335,C
525,Anar Karimov,Azerbaijan,WESTERN ASIA,10.2,1109685880,Start
526,Boris Kevorkov,Azerbaijan,WESTERN ASIA,10.2,1072772142,Start
527,Gurban Khalilov,Azerbaijan,WESTERN ASIA,10.2,1094981152,Start
528,Ahmad Kordary,Azerbaijan,WESTERN ASIA,10.2,1093750341,Stub
529,Ilham Madatov,Azerbaijan,WESTERN ASIA,10.2,1011331249,Start
530,Musa Mammadov,Azerbaijan,WESTERN ASIA,10.2,1084134498,Start
531,Ramin Mammadov,Azerbaijan,WESTERN ASIA,10.2,1115614823,Start
532,Elshad Mirbashir oghlu,Azerbaijan,WESTERN ASIA,10.2,1084157904,C
533,Fuad Naghiyev,Azerbaijan,WESTERN ASIA,10.2,1081854289,Start
534,Eldar Namazov,Azerbaijan,WESTERN ASIA,10.2,1087483504,Start
535,Siyavush Novruzov,Azerbaijan,WESTERN ASIA,10.2,1114475460,Start
536,Sadig Rahimov,Azerbaijan,WESTERN ASIA,10.2,1074822020,C
537,Suleyman Rahimov,Azerbaijan,WESTERN ASIA,10.2,1096039626,C
538,Huseyn Rahmanov,Azerbaijan,WESTERN ASIA,10.2,1106104383,Stub
539,Hasan Sayidov,Azerbaijan,WESTERN ASIA,10.2,1025325260,Stub
540,Parviz Shahbazov,Azerbaijan,WESTERN ASIA,10.2,1105103095,Start
541,Mammad agha Shahtakhtinski,Azerbaijan,WESTERN ASIA,10.2,1080672703,C
542,Abid Sharifov,Azerbaijan,WESTERN ASIA,10.2,1096574448,Start
543,Bakhtiyar Vahabzadeh,Azerbaijan,WESTERN ASIA,10.2,1114287934,C
544,Elmir Valiyev,Azerbaijan,WESTERN ASIA,10.2,1074732244,Start
545,Nurali Yusifbayli,Azerbaijan,WESTERN ASIA,10.2,1019924574,Start
546,Harold Christie,Bahamas,CARIBBEAN,0.4,1083155826,Start
547,Timothy Donaldson,Bahamas,CARIBBEAN,0.4,1109457989,C
548,Joseph Robert Love,Bahamas,CARIBBEAN,0.4,1084382477,C
549,Mohammed Isa Al Abbasi,Bahrain,WESTERN ASIA,1.5,1021088682,Stub
550,Abdullah bin Isa Al Khalifa,Bahrain,WESTERN ASIA,1.5,1011511102,Stub
551,Ahmed Behzad (Bahrain),Bahrain,WESTERN ASIA,1.5,1063482737,Stub
552,Kamal Ahmed (politician),Bahrain,WESTERN ASIA,1.5,1010461395,Stub
553,Mohamed Ali Hasan Ali,Bahrain,WESTERN ASIA,1.5,1006173162,Stub
554,Khalid Almoayed,Bahrain,WESTERN ASIA,1.5,1063486161,Stub
555,Aymen Tawfeeq Almoayed,Bahrain,WESTERN ASIA,1.5,1109935820,Start
556,Nazar Al Baharna,Bahrain,WESTERN ASIA,1.5,1067620253,Start
557,Mahmood Al Bahrani,Bahrain,WESTERN ASIA,1.5,1096789330,Stub
558,Ammar Al Bannai,Bahrain,WESTERN ASIA,1.5,1089564533,Start
559,Jawad Fairooz,Bahrain,WESTERN ASIA,1.5,1088485834,Start
560,Qasim Fakhro,Bahrain,WESTERN ASIA,1.5,1099067663,Start
561,Faisal al-Hamar,Bahrain,WESTERN ASIA,1.5,1068897458,Stub
562,Nabeel bin Yaqub Al-Hamar,Bahrain,WESTERN ASIA,1.5,1096789114,Stub
563,Isa bin Abdulrahman Al Hammadi,Bahrain,WESTERN ASIA,1.5,1098344827,Stub
564,Jameel Humadan,Bahrain,WESTERN ASIA,1.5,1003695133,Start
565,Isa bin Ibrahim Al Khalifa,Bahrain,WESTERN ASIA,1.5,1033132904,Stub
566,Fahmi al-Jowder,Bahrain,WESTERN ASIA,1.5,1068744646,Stub
567,Saud Kanoo,Bahrain,WESTERN ASIA,1.5,1098699647,Stub
568,Essam Khalaf,Bahrain,WESTERN ASIA,1.5,1006167519,Stub
569,Abdullah bin Hamad bin Isa Al Khalifa,Bahrain,WESTERN ASIA,1.5,1099004905,Start
570,Ibrahim ibn Khalifa Al Khalifa,Bahrain,WESTERN ASIA,1.5,1107463771,Start
571,Mai bint Mohammed Al Khalifa,Bahrain,WESTERN ASIA,1.5,1085733309,Start
572,Khallfa bin Duaij Al Khalifa,Bahrain,WESTERN ASIA,1.5,1022106863,Stub
573,Hamad Al Kooheji,Bahrain,WESTERN ASIA,1.5,1096789043,Stub
574,Abdullatif Al-Mahmood,Bahrain,WESTERN ASIA,1.5,1072499529,Stub
575,Khalid Al Maskati,Bahrain,WESTERN ASIA,1.5,1096789192,Stub
576,Abdulhussain bin Ali Mirza,Bahrain,WESTERN ASIA,1.5,1106388662,Stub
577,Mohammed Al-Buainain,Bahrain,WESTERN ASIA,1.5,1063213013,Start
578,Mohammed bin Khalifa bin Ahmed,Bahrain,WESTERN ASIA,1.5,1087144216,C
579,Mohammed bin Khalifa bin Ali Al Khalifa,Bahrain,WESTERN ASIA,1.5,1096789150,Start
580,Abdulrahman al-Nuaimi,Bahrain,WESTERN ASIA,1.5,1066056398,Start
581,Ammar Qambar,Bahrain,WESTERN ASIA,1.5,1086832849,Start
582,Isa Qassim,Bahrain,WESTERN ASIA,1.5,1100527312,C
583,Ahmed Al-Salloum,Bahrain,WESTERN ASIA,1.5,1108146191,Start
584,Salman bin Hamad Al Khalifa,Bahrain,WESTERN ASIA,1.5,1109869774,C
585,Oli Ahad,Bangladesh,SOUTH ASIA,171.2,1076894174,Start
586,Farid Ahmed,Bangladesh,SOUTH ASIA,171.2,1066581020,Stub
587,Muzaffar Ahmed (NAP politician),Bangladesh,SOUTH ASIA,171.2,1109740890,Start
588,AKM Hafizuddin,Bangladesh,SOUTH ASIA,171.2,1082571647,Start
589,Mohammad Manjur Alam,Bangladesh,SOUTH ASIA,171.2,1099697606,Start
590,Aftab Ali,Bangladesh,SOUTH ASIA,171.2,1111168357,C
591,M Hossain Ali,Bangladesh,SOUTH ASIA,171.2,1081670946,Start
592,Ashab Uddin Ahmad,Bangladesh,SOUTH ASIA,171.2,1106492750,B
593,Selina Banu,Bangladesh,SOUTH ASIA,171.2,1059919387,Start
594,Nurul Huq Bhuiyan,Bangladesh,SOUTH ASIA,171.2,1087353972,Stub
595,Bishnu Chattopadhyay,Bangladesh,SOUTH ASIA,171.2,1108066856,Start
596,AKM Fazlul Kabir Chowdhury,Bangladesh,SOUTH ASIA,171.2,1115026757,Start
597,Aminul Islam Chowdhury,Bangladesh,SOUTH ASIA,171.2,1068738297,Stub
598,Anwarul Karim Chowdhury,Bangladesh,SOUTH ASIA,171.2,1097570502,C
599,Moinuddin Ahmed Chowdhury,Bangladesh,SOUTH ASIA,171.2,1038606051,C
600,Sarwar Jan Chowdhury,Bangladesh,SOUTH ASIA,171.2,1052088875,Stub
601,Shahinur Pasha Chowdhury,Bangladesh,SOUTH ASIA,171.2,1102455717,Start
602,Yusuf Ali Chowdhury,Bangladesh,SOUTH ASIA,171.2,1098197979,Start
603,Haji Mohammad Danesh,Bangladesh,SOUTH ASIA,171.2,1090578062,C
604,Pulin De,Bangladesh,SOUTH ASIA,171.2,1038607348,Start
605,James Leo Ferguson,Bangladesh,SOUTH ASIA,171.2,1098196717,C
606,Abdul Halim Ghaznavi,Bangladesh,SOUTH ASIA,171.2,1112056773,Start
607,Debendra Nath Ghosh,Bangladesh,SOUTH ASIA,171.2,1110092316,Stub
608,Ranesh Das Gupta,Bangladesh,SOUTH ASIA,171.2,1038609480,Start
609,AKM Fazlul Haque (Bangladeshi politician),Bangladesh,SOUTH ASIA,171.2,1069141674,Stub
610,Abul Hashim,Bangladesh,SOUTH ASIA,171.2,1067903741,C
611,Syed Najmuddin Hashim,Bangladesh,SOUTH ASIA,171.2,1076061150,Start
612,M. Anwar Hossain,Bangladesh,SOUTH ASIA,171.2,1049654323,C
613,Nozir Hossain,Bangladesh,SOUTH ASIA,171.2,1085128926,Start
614,Syed Muhammad Ibrahim,Bangladesh,SOUTH ASIA,171.2,1113135652,Start
615,Abul Kashem,Bangladesh,SOUTH ASIA,171.2,1094440759,C
616,Abul Kashem Khan,Bangladesh,SOUTH ASIA,171.2,1097883330,C
617,Hatem Ali Khan,Bangladesh,SOUTH ASIA,171.2,1085849741,Start
618,Muhammad Hamidullah Khan,Bangladesh,SOUTH ASIA,171.2,1112460308,C
619,Yar Mohammad Khan,Bangladesh,SOUTH ASIA,171.2,1113198175,C
620,Jyotirindra Bodhipriya Larma,Bangladesh,SOUTH ASIA,171.2,1106007965,Stub
621,Manik Lal Ray,Bangladesh,SOUTH ASIA,171.2,1110874529,Stub
622,Mushrefa Mishu,Bangladesh,SOUTH ASIA,171.2,1066093324,Start
623,Fazlul Haque Montu,Bangladesh,SOUTH ASIA,171.2,1107037359,Stub
624,Mujahidul Islam Selim,Bangladesh,SOUTH ASIA,171.2,1111837585,Stub
625,SM Nuruzzaman,Bangladesh,SOUTH ASIA,171.2,1068356533,Stub
626,Shamsul Huda Panchbagi,Bangladesh,SOUTH ASIA,171.2,1100820734,B
627,Muhammad Bayazeed Khan Panni,Bangladesh,SOUTH ASIA,171.2,1112344051,C
628,Ferdous Ahmed Qureshi,Bangladesh,SOUTH ASIA,171.2,1104814058,Start
629,Abdur Rahim (scholar),Bangladesh,SOUTH ASIA,171.2,1112109734,C
630,Habibar Rahman,Bangladesh,SOUTH ASIA,171.2,1045893159,Stub
631,M. M. Rahmatullah,Bangladesh,SOUTH ASIA,171.2,1107693597,C
632,Golam Maula Rony,Bangladesh,SOUTH ASIA,171.2,1113507548,Start
633,Devasish Roy,Bangladesh,SOUTH ASIA,171.2,1112033318,Start
634,Maulana Shakhawat,Bangladesh,SOUTH ASIA,171.2,1067136662,Stub
635,Zahidunnabi Dewan Shamim,Bangladesh,SOUTH ASIA,171.2,1093749046,Start
636,Abul Kalam Shamsuddin,Bangladesh,SOUTH ASIA,171.2,1038585660,Start
637,Badruddoza Ahmed Shuja,Bangladesh,SOUTH ASIA,171.2,1047850212,Stub
638,Mohammad Sultan,Bangladesh,SOUTH ASIA,171.2,1038605974,Start
639,Mohammad Toaha,Bangladesh,SOUTH ASIA,171.2,1046006361,Start
640,Badruddin Umar,Bangladesh,SOUTH ASIA,171.2,1111762930,C
641,Elliott Belgrave,Barbados,CARIBBEAN,0.3,1110292983,Start
642,Chad Blackman,Barbados,CARIBBEAN,0.3,1113735930,Start
643,Santia Bradshaw,Barbados,CARIBBEAN,0.3,1097963495,Start
644,Sonia Browne,Barbados,CARIBBEAN,0.3,1080633319,Stub
645,Michael A. Carrington,Barbados,CARIBBEAN,0.3,1090468579,Start
646,William Fondleroy Duguid,Barbados,CARIBBEAN,0.3,1086556181,Start
647,Reginald Farley,Barbados,CARIBBEAN,0.3,1090706976,Stub
648,Adrian Forde,Barbados,CARIBBEAN,0.3,1079840895,Stub
649,Cynthia Y. Forde,Barbados,CARIBBEAN,0.3,1106579042,Start
650,Ian Gooding-Edghill,Barbados,CARIBBEAN,0.3,1079872008,Stub
651,Damien K. A. Griffith,Barbados,CARIBBEAN,0.3,996491794,Stub
652,Crystal Haynes,Barbados,CARIBBEAN,0.3,1080792345,Stub
653,Hallam Henry (diplomat),Barbados,CARIBBEAN,0.3,1096826466,Stub
654,Philip St. Hill,Barbados,CARIBBEAN,0.3,1096731562,Stub
655,Arthur Holder,Barbados,CARIBBEAN,0.3,1090469580,Stub
656,Kirk Matthew Humphrey,Barbados,CARIBBEAN,0.3,1079886049,Stub
657,Davidson Ishmael,Barbados,CARIBBEAN,0.3,1079844213,Stub
658,Colin Everett Jordan,Barbados,CARIBBEAN,0.3,1090593974,Stub
